，。	。
的谈起过	地谈起过
的谈起了	地谈起了
的谈起着	地谈起着
的谈天过	地谈天过
的谈天了	地谈天了
的谈天着	地谈天着
的探索着	地探索着
的躺过	地躺过
的躺了	地躺了
的躺下	地躺下
的躺在	地躺在
的躺着	地躺着
的逃避着	地逃避着
的逃荒过	地逃荒过
的逃荒了	地逃荒了
的逃荒着	地逃荒着
的逃了	地逃了
的逃跑过	地逃跑过
的逃跑了	地逃跑了
的逃跑着	地逃跑着
的逃走过	地逃走过
的逃走了	地逃走了
的逃走着	地逃走着
的套着	地套着
的提出了	地提出了
的提出一	地提出一
的填补过	地填补过
的填补了	地填补了
的填补着	地填补着
的填写过	地填写过
的填写了	地填写了
的填写着	地填写着
的填着	地填着
的挑选着	地挑选着
的挑战着	地挑战着
的挑着	地挑着
的调查过	地调查过
的调查了	地调查了
的调查着	地调查着
的调动过	地调动过
的调动了	地调动了
的调动着	地调动着
的调度过	地调度过
的调度了	地调度了
的调度着	地调度着
的调和过	地调和过
的调和了	地调和了
的调和着	地调和着
的调换过	地调换过
的调换了	地调换了
的调换着	地调换着
的调集过	地调集过
的调集了	地调集了
的调集着	地调集着
的调剂过	地调剂过
的调剂了	地调剂了
的调剂着	地调剂着
的调价过	地调价过
的调价了	地调价了
的调价着	地调价着
的调节着	地调节着
的调解过	地调解过
的调解了	地调解了
的调解着	地调解着
的调理过	地调理过
的调理了	地调理了
的调理着	地调理着
的调配过	地调配过
的调配了	地调配了
的调配着	地调配着
的调试过	地调试过
的调试了	地调试了
的调试着	地调试着
的调着	地调着
的调整过	地调整过
的调整了	地调整了
的调整着	地调整着
的跳了	地跳了
的听从了	地听从了
的听见过	地听见过
的听见了	地听见了
的听见着	地听见着
的听讲过	地听讲过
的听讲了	地听讲了
的听讲着	地听讲着
的听取过	地听取过
的听取了	地听取了
的听取着	地听取着
的听说过	地听说过
的听说了	地听说了
的听说着	地听说着
的听写过	地听写过
的听写了	地听写了
的听写着	地听写着
的听着	地听着
的停放过	地停放过
的停放了	地停放了
的停放着	地停放着
的挺着	地挺着
的痛恨过	地痛恨过
的痛恨了	地痛恨了
的痛恨着	地痛恨着
的偷拍过	地偷拍过
的偷拍了	地偷拍了
的偷拍着	地偷拍着
的偷着	地偷着
的投奔过	地投奔过
的投奔了	地投奔了
的投奔着	地投奔着
的投产过	地投产过
的投产了	地投产了
的投产着	地投产着
的投递过	地投递过
的投递了	地投递了
的投递着	地投递着
的投放过	地投放过
的投放了	地投放了
的投放着	地投放着
的投机过	地投机过
的投机了	地投机了
的投机着	地投机着
的投降过	地投降过
的投降了	地投降了
的投降着	地投降着
的投了	地投了
的投票过	地投票过
的投票了	地投票了
的投票着	地投票着
的投入过	地投入过
的投入了	地投入了
的投入着	地投入着
的投身过	地投身过
的投身了	地投身了
的投身着	地投身着
的投掷过	地投掷过
的投掷了	地投掷了
的投掷着	地投掷着
的投资过	地投资过
的投资了	地投资了
的投资着	地投资着
的吐着	地吐着
的推测过	地推测过
的推测了	地推测了
的推测着	地推测着
的推迟过	地推迟过
的推迟了	地推迟了
的推迟着	地推迟着
的推辞过	地推辞过
的推辞了	地推辞了
的推辞着	地推辞着
的推动过	地推动过
的推动了	地推动了
的推动着	地推动着
的推翻过	地推翻过
的推翻了	地推翻了
的推翻着	地推翻着
的推广过	地推广过
的推广了	地推广了
的推广着	地推广着
的推行过	地推行过
的推行了	地推行了
的推行着	地推行着
的推荐过	地推荐过
的推荐了	地推荐了
的推荐着	地推荐着
的推进过	地推进过
的推进了	地推进了
的推进着	地推进着
的推举过	地推举过
的推举了	地推举了
的推举着	地推举着
的推理着	地推理着
的推论过	地推论过
的推论了	地推论了
的推论着	地推论着
的推敲过	地推敲过
的推敲了	地推敲了
的推敲着	地推敲着
的推算过	地推算过
的推算了	地推算了
的推算着	地推算着
的推想过	地推想过
的推想了	地推想了
的推想着	地推想着
的推销着	地推销着
的推选过	地推选过
的推选了	地推选了
的推选着	地推选着
的推着	地推着
的退出	地退出
的退到	地退到
的退了	地退了
的退着	地退着
的玩儿着	地玩儿着
的玩了	地玩了
的玩弄过	地玩弄过
的玩弄了	地玩弄了
的玩弄着	地玩弄着
的玩起过	地玩起过
的玩起了	地玩起了
的玩起着	地玩起着
的玩着	地玩着
的忘了	地忘了
的望着	地望着
的危害过	地危害过
的危害了	地危害了
的危害着	地危害着
的威胁着	地威胁着
的围在过	地围在过
的围在了	地围在了
的围在着	地围在着
的闻着	地闻着
的吻着	地吻着
的问答过	地问答过
的问答了	地问答了
的问答着	地问答着
的问道	地问道
的问好过	地问好过
的问好了	地问好了
的问好着	地问好着
的问候过	地问候过
的问候了	地问候了
的问候着	地问候着
的问了	地问了
的问你	地问你
的问起过	地问起过
的问起了	地问起了
的问起着	地问起着
的问世过	地问世过
的问世了	地问世了
的问世着	地问世着
的问他	地问他
的问她	地问她
的问我	地问我
的问着	地问着
的握过	地握过
的握了	地握了
的握手过	地握手过
的握手了	地握手了
的握手着	地握手着
的握着	地握着
的污蔑过	地污蔑过
的污蔑了	地污蔑了
的污蔑着	地污蔑着
的污染了	地污染了
的污辱过	地污辱过
的污辱了	地污辱了
的污辱着	地污辱着
的吸引着	地吸引着
的吸着	地吸着
的洗涤过	地洗涤过
的洗涤了	地洗涤了
的洗涤着	地洗涤着
的洗澡过	地洗澡过
的洗澡了	地洗澡了
的洗澡着	地洗澡着
的洗着	地洗着
的喜爱过	地喜爱过
的喜爱了	地喜爱了
的喜爱着	地喜爱着
的喜欢过	地喜欢过
的喜欢了	地喜欢了
的喜欢着	地喜欢着
的下来	地下来
的下去	地下去
的下着	地下着
的嫌弃他过	地嫌弃他过
的嫌弃他了	地嫌弃他了
的嫌弃他着	地嫌弃他着
的陷入	地陷入
的相会着	地相会着
的享受着	地享受着
的响着	地响着
的想过	地想过
的想了	地想了
的想念着	地想念着
的想起	地想起
的想起过	地想起过
的想起了	地想起了
的想起着	地想起着
的想象着	地想象着
的想着	地想着
的向过	地向过
的向了	地向了
的向下说	地向下说
的向着	地向着
的消失了	地消失了
的销毁过	地销毁过
的销毁了	地销毁了
的销毁着	地销毁着
的销售过	地销售过
的销售了	地销售了
的销售着	地销售着
的笑了	地笑了
的笑起来过	地笑起来过
的笑起来了	地笑起来了
的笑起来着	地笑起来着
的笑着	地笑着
的写了	地写了
的写呀过	地写呀过
的写呀了	地写呀了
的写呀着	地写呀着
的写着	地写着
的写作了	地写作了
的醒过	地醒过
的醒了	地醒了
的醒着	地醒着
的宣告着	地宣告着
的宣示着	地宣示着
的旋转着	地旋转着
的选拔过	地选拔过
的选拔了	地选拔了
的选拔着	地选拔着
的选定过	地选定过
的选定了	地选定了
的选定着	地选定着
的选举过	地选举过
的选举了	地选举了
的选举着	地选举着
的选了	地选了
的选取过	地选取过
的选取了	地选取了
的选取着	地选取着
的选修过	地选修过
的选修了	地选修了
的选修着	地选修着
的选用过	地选用过
的选用了	地选用了
的选用着	地选用着
的选择了	地选择了
的选着	地选着
的炫耀着	地炫耀着
的学会过	地学会过
的学会了	地学会了
的学了	地学了
的学习过	地学习过
的学习了	地学习了
的学习着	地学习着
的学着	地学着
的压迫过	地压迫过
的压迫了	地压迫了
的压迫着	地压迫着
的压缩过	地压缩过
的压缩了	地压缩了
的压缩着	地压缩着
的压在过	地压在过
的压在了	地压在了
的压在着	地压在着
的压制过	地压制过
的压制了	地压制了
的压制着	地压制着
的咽着	地咽着
的研究着	地研究着
的掩饰着	地掩饰着
的厌恶着	地厌恶着
的摇晃过	地摇晃过
的摇晃了	地摇晃了
的摇晃着	地摇晃着
的摇了	的摇了
的摇着	的摇着
的要挟过	地要挟过
的要挟了	地要挟了
的要挟着	地要挟着
的要求着	地要求着
的一鞠躬	地一鞠躬
的依靠过	地依靠过
的依靠了	地依靠了
的依靠着	地依靠着
的依赖过	地依赖过
的依赖了	地依赖了
的依赖着	地依赖着
的依照	地依照
的以为过	地以为过
的以为了	地以为了
的以为着	地以为着
的引诱着	地引诱着
的引着	地引着
的隐藏着	地隐藏着
的隐了	地隐了
的隐瞒过	地隐瞒过
的隐瞒了	地隐瞒了
的隐瞒着	地隐瞒着
的拥抱	地拥抱
的拥抱着	地拥抱着
的拥着	地拥着
的拥住	地拥住
的忧虑过	地忧虑过
的忧虑了	地忧虑了
的忧虑着	地忧虑着
的游到过	地游到过
的游到了	地游到了
的游到着	地游到着
的游过	地游过
的游行过	地游行过
的游行了	地游行了
的游行着	地游行着
的游览过	地游览过
的游览了	地游览了
的游览着	地游览着
的游了	地游了
的游戏着	地游戏着
的游向过	地游向过
的游向了	地游向了
的游向着	地游向着
的游着	地游着
的诱惑着	地诱惑着
的预示着	地预示着
的约定过	地约定过
的约定了	地约定了
的约定着	地约定着
的约好过	地约好过
的约好了	地约好了
的约好着	地约好着
的约束着	地约束着
的砸着	地砸着
的栽种	地栽种着
的遭到过	地遭到过
的遭到了	地遭到了
的遭到着	地遭到着
的遭过	地遭过
的遭了	地遭了
的遭受过	地遭受过
的遭受了	地遭受了
的遭受着	地遭受着
的遭殃过	地遭殃过
的遭殃了	地遭殃了
的遭殃着	地遭殃着
的遭遇了	地遭遇了
的遭着	地遭着
的摘抄过	地摘抄过
的摘抄了	地摘抄了
的摘抄着	地摘抄着
的摘除过	地摘除过
的摘除了	地摘除了
的摘除着	地摘除着
的摘过	地摘过
的摘了	地摘了
的摘录过	地摘录过
的摘录了	地摘录了
的摘录着	地摘录着
的摘着	地摘着
的展开了	地展开了
的展示着	地展示着
的站了	地站了
的站立	地站立
的站起	地站起
的站着	地站着
的站住	地站住
的长大过	地长大过
的长大了	地长大了
的长大着	地长大着
的涨着	地涨着
的帐	的账
的招待过	地招待过
的招待过	地招惹过
的招待了	地招待了
的招待了	地招惹了
的招待着	的招待着
的招待着	地招待着
的招待着	地招惹着
的招呼过	地招呼过
的招呼了	地招呼了
的招呼着	地招呼着
的招聘过	地招聘过
的招聘了	地招聘了
的招聘着	地招聘着
的招生过	地招生过
的招生了	地招生了
的招生着	地招生着
的招收过	地招收过
的招收了	地招收了
的招收着	地招收着
的招手过	地招手过
的招手了	地招手了
的招手着	地招手着
的照搬过	地照搬过
的照搬了	地照搬了
的照搬着	地照搬着
的照常过	地照搬过
的照常了	地照搬了
的照常着	地照搬着
的照顾过	地照顾过
的照顾了	地照顾了
的照顾着	地照顾着
的照会过	地照会过
的照会了	地照会了
的照会着	地照会着
的照看过	地照看过
的照看了	地照看了
的照看着	地照看着
的照了	地照了
的照料过	地照料过
的照料了	地照料了
的照料着	地照料着
的照射过	地照射过
的照射了	地照射了
的照射在过	地照射在过
的照射在了	地照射在了
的照射在着	地照射在着
的照射着	地照射着
的照相过	地照相过
的照相了	地照相了
